id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription
"48177";"41073";"olovene-akumulatory";"0";"0";"";"1";"24V";"24V";"24v-3";"";"";"";"";
"41085";"41082";"kable-pre-fotovoltaiku";"0";"0";"";"1";"Fotovoltaické káble";"Fotovoltaické káble";"fotovoltaicke-kable-2";"";"";"Káble pre fotovoltaiku – Fotovoltaické káble | PremiumStore.sk";"Káble pre fotovoltaiku – Fotovoltaické káble – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"41091";"41088";"hdcvi--hdtvi--ahd-kamery";"0";"0";"";"1";"2.0 Mpix (Full HD)";"2.0 Mpix (Full HD)";"2-0-mpix--full-hd";"";"";"2.0 Mpix (Full HD) | PremiumStore.sk";"2.0 Mpix (Full HD) skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42750";"41088";"hdcvi--hdtvi--ahd-kamery";"0";"0";"";"1";"Otočné";"Otočné";"otocne";"";"";"Otočné | PremiumStore.sk";"Otočné na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"41499";"41094";"zahradne-doplnky";"0";"0";"";"1";"Záhradné sloupky";"Záhradné sloupky";"zahradne-sloupky";"";"";"Záhradné sloupky | PremiumStore.sk";"Záhradné sloupky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44193";"41094";"zahradne-doplnky";"0";"0";"";"1";"Grily";"Grily";"grily-2";"";"";"Záhradné doplnky – Grily | PremiumStore.sk";"Záhradné doplnky – Grily – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44196";"41094";"zahradne-doplnky";"0";"0";"";"1";"Přenosná ohniště";"Přenosná ohniště";"prenosna-ohniste";"";"";"Přenosná ohniště | PremiumStore.sk";"Přenosná ohniště skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44784";"41094";"zahradne-doplnky";"0";"0";"";"1";"Záhradné nábytok";"Záhradné nábytok";"zahradne-nabytok";"";"";"Záhradné nábytok | PremiumStore.sk";"Záhradné nábytok – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45081";"41094";"zahradne-doplnky";"0";"0";"";"1";"Čerpadlá";"Čerpadlá";"cerpadla-4";"";"";"Záhradné doplnky – Čerpadlá | PremiumStore.sk";"Záhradné doplnky – Čerpadlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44688";"41097";"bazeny-a-doplnky";"0";"0";"";"1";"Teplomery do bazénů";"Teplomery do bazénů";"teplomery-do-bazenu";"";"";"Teplomery do bazénů | PremiumStore.sk";"Teplomery do bazénů na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45171";"41097";"bazeny-a-doplnky";"0";"0";"";"1";"Záhradné bazény";"Záhradné bazény";"zahradne-bazeny";"";"";"Záhradné bazény | PremiumStore.sk";"Záhradné bazény – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43221";"41103";"prepatove-ochrany";"0";"0";"";"1";"Koaxiálne ochrany";"Koaxiálne ochrany";"koaxialne-ochrany";"";"";"Koaxiálne ochrany | PremiumStore.sk";"Koaxiálne ochrany – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45021";"41103";"prepatove-ochrany";"0";"0";"";"1";"Zásuvkové ochrany 230V";"Zásuvkové ochrany 230V";"zasuvkove-ochrany-230v";"";"";"Zásuvkové ochrany 230V | PremiumStore.sk";"Zásuvkové ochrany 230V skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"41652";"41112";"zabezpecenie";"0";"0";"";"1";"Domové alarmy";"Domové alarmy";"domove-alarmy";"";"";"Domové alarmy | PremiumStore.sk";"Domové alarmy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"43467";"41112";"zabezpecenie";"0";"0";"";"1";"Požarní hlásiče";"Požarní hlásiče";"pozarni-hlasice";"";"";"Požarní hlásiče | PremiumStore.sk";"Požarní hlásiče v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43746";"41112";"zabezpecenie";"0";"0";"";"1";"Ostatné";"Ostatné";"ostatne-5";"";"";"Zabezpečenie – Ostatné | PremiumStore.sk";"Zabezpečenie – Ostatné: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44844";"41112";"zabezpecenie";"0";"0";"";"1";"Hasící prístroje";"Hasící prístroje";"hasici-pristroje";"";"";"Hasící prístroje | PremiumStore.sk";"Hasící prístroje – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47772";"41112";"zabezpecenie";"0";"0";"";"1";"Kamery";"Kamery";"kamery-3";"";"";"Zabezpečenie – Kamery | PremiumStore.sk";"Zabezpečenie – Kamery v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44775";"41121";"dalekohlady";"0";"0";"";"1";"Monokulární";"Monokulární";"monokularni";"";"";"Ďalekohľady – Monokulární | PremiumStore.sk";"Ďalekohľady – Monokulární: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"45411";"41121";"dalekohlady";"0";"0";"";"1";"S termovizí";"S termovizí";"s-termovizi";"";"";"S termovizí | PremiumStore.sk";"S termovizí v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"42966";"41139";"predlzovacky--zasuvky--vidlica";"0";"0";"";"1";"Predlžovačky 3 fázové";"Predlžovačky 3 fázové";"predlzovacky-3-fazove";"";"";"Predlžovačky 3 fázové | PremiumStore.sk";"Predlžovačky 3 fázové – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"45414";"41139";"predlzovacky--zasuvky--vidlica";"0";"0";"";"1";"Flexo šnúry";"Flexo šnúry";"flexo-snury";"";"";"Predlžovačky, zásuvky, vidlica – Flexo šnúry | PremiumStore.sk";"Predlžovačky, zásuvky, vidlica – Flexo šnúry v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"41724";"41142";"predlzovacie-privody";"0";"0";"";"1";"Dĺžka 15m";"Dĺžka 15m";"dlzka-15m";"";"";"Dĺžka 15m | PremiumStore.sk";"Dĺžka 15m na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42963";"41142";"predlzovacie-privody";"0";"0";"";"1";"Dĺžka 30m";"Dĺžka 30m";"dlzka-30m";"";"";"Dĺžka 30m | PremiumStore.sk";"Dĺžka 30m – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44529";"41142";"predlzovacie-privody";"0";"0";"";"1";"Dĺžka 40m";"Dĺžka 40m";"dlzka-40m";"";"";"Dĺžka 40m | PremiumStore.sk";"Dĺžka 40m: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44538";"41142";"predlzovacie-privody";"0";"0";"";"1";"Dĺžka 1,4m";"Dĺžka 1,4m";"dlzka-1-4m";"";"";"Dĺžka 1,4m | PremiumStore.sk";"Dĺžka 1,4m – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"42036";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Volkswagen";"Auto koberce Volkswagen";"auto-koberce-volkswagen";"";"";"Auto koberce Volkswagen | PremiumStore.sk";"Auto koberce Volkswagen skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42042";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce BMW";"Auto koberce BMW";"auto-koberce-bmw";"";"";"Auto koberce BMW | PremiumStore.sk";"Auto koberce BMW skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42048";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Mercedes-Benz";"Auto koberce Mercedes-Benz";"auto-koberce-mercedes-benz";"";"";"Auto koberce Mercedes-Benz | PremiumStore.sk";"Auto koberce Mercedes-Benz: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42054";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Audi";"Auto koberce Audi";"auto-koberce-audi";"";"";"Auto koberce Audi | PremiumStore.sk";"Auto koberce Audi v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"42063";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Jeep";"Auto koberce Jeep";"auto-koberce-jeep";"";"";"Auto koberce Jeep | PremiumStore.sk";"Auto koberce Jeep skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43437";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Renault";"Auto koberce Renault";"auto-koberce-renault";"";"";"Auto koberce Renault | PremiumStore.sk";"Auto koberce Renault v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43443";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Nissan";"Auto koberce Nissan";"auto-koberce-nissan";"";"";"Auto koberce Nissan | PremiumStore.sk";"Auto koberce Nissan – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43449";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Dacia";"Auto koberce Dacia";"auto-koberce-dacia";"";"";"Auto koberce Dacia | PremiumStore.sk";"Auto koberce Dacia: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43455";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Opel";"Auto koberce Opel";"auto-koberce-opel";"";"";"Auto koberce Opel | PremiumStore.sk";"Auto koberce Opel: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43620";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Hyundai";"Auto koberce Hyundai";"auto-koberce-hyundai";"";"";"Auto koberce Hyundai | PremiumStore.sk";"Auto koberce Hyundai v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43629";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Peugeot";"Auto koberce Peugeot";"auto-koberce-peugeot";"";"";"Auto koberce Peugeot | PremiumStore.sk";"Auto koberce Peugeot skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"44463";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Kia";"Auto koberce Kia";"auto-koberce-kia";"";"";"Auto koberce Kia | PremiumStore.sk";"Auto koberce Kia na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45510";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Citroën";"Auto koberce Citroën";"auto-koberce-citroen";"";"";"Auto koberce Citroën | PremiumStore.sk";"Auto koberce Citroën skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"45525";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Ford";"Auto koberce Ford";"auto-koberce-ford";"";"";"Auto koberce Ford | PremiumStore.sk";"Auto koberce Ford – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45660";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Volvo";"Auto koberce Volvo";"auto-koberce-volvo";"";"";"Auto koberce Volvo | PremiumStore.sk";"Auto koberce Volvo – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45666";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce Toyota";"Auto koberce Toyota";"auto-koberce-toyota";"";"";"Auto koberce Toyota | PremiumStore.sk";"Auto koberce Toyota skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47964";"41160";"autokoberce";"0";"0";"";"1";"Auto koberce SsangYong";"Auto koberce SsangYong";"auto-koberce-ssangyong";"";"";"Auto koberce SsangYong | PremiumStore.sk";"Auto koberce SsangYong – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"41166";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Grily a variče";"Grily a variče";"grily-a-varice";"";"";"Grily a variče | PremiumStore.sk";"Grily a variče skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"41595";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Parkovací asistenti";"Parkovací asistenti";"parkovaci-asistenti";"";"";"Parkovací asistenti | PremiumStore.sk";"Parkovací asistenti – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"41646";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Kempingový nábytok";"Kempingový nábytok";"kempingovy-nabytok";"";"";"Kempingový nábytok | PremiumStore.sk";"Kempingový nábytok skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42225";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Autochladničky";"Autochladničky";"autochladnicky";"";"";"Autochladničky | PremiumStore.sk";"Autochladničky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43053";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Batérie do karavanu";"Batérie do karavanu";"baterie-do-karavanu";"";"";"Batérie do karavanu | PremiumStore.sk";"Batérie do karavanu: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43359";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Meniče napätie";"Meniče napätie";"menice-napatie";"";"";"Karavany a obytná autá – Meniče napätie | PremiumStore.sk";"Karavany a obytná autá – Meniče napätie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43374";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Redukcie a adaptéry";"Redukcie a adaptéry";"redukcie-a-adaptery-2";"";"";"Karavany a obytná autá – Redukcie a adaptéry | PremiumStore.sk";"Karavany a obytná autá – Redukcie a adaptéry – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43512";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Nabíjačky batérií";"Nabíjačky batérií";"nabijacky-baterii";"";"";"Karavany a obytná autá – Nabíjačky batérií | PremiumStore.sk";"Karavany a obytná autá – Nabíjačky batérií v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43548";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Ostatné doplnky";"Ostatné doplnky";"ostatne-doplnky";"";"";"Ostatné doplnky | PremiumStore.sk";"Ostatné doplnky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44157";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Lapače hmyzu";"Lapače hmyzu";"lapace-hmyzu";"";"";"Lapače hmyzu | PremiumStore.sk";"Lapače hmyzu v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44340";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Mobilné TV a SAT antény";"Mobilné TV a SAT antény";"mobilne-tv-a-sat-anteny";"";"";"Mobilné TV a SAT antény | PremiumStore.sk";"Mobilné TV a SAT antény – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44400";"41163";"karavany-a-obytne-auta";"0";"0";"";"1";"Televízory na 12V";"Televízory na 12V";"televizory-na-12v-2";"";"";"Karavany a obytná autá – Televízory na 12V | PremiumStore.sk";"Karavany a obytná autá – Televízory na 12V – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"41589";"41175";"elektronicke-suciastky";"0";"0";"";"1";"Konektory";"Konektory";"konektory-3";"";"";"Elektronické súčiastky – Konektory | PremiumStore.sk";"Elektronické súčiastky – Konektory skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43134";"41178";"arduino-a-moduly";"0";"0";"";"1";"Stavebnice Arduino";"Stavebnice Arduino";"stavebnice-arduino";"";"";"Stavebnice Arduino | PremiumStore.sk";"Stavebnice Arduino skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"45141";"41178";"arduino-a-moduly";"0";"0";"";"1";"Sety Arduino";"Sety Arduino";"sety-arduino";"";"";"Sety Arduino | PremiumStore.sk";"Sety Arduino na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42159";"41220";"dielenske-vybavenie";"0";"0";"";"1";"Přeprava a skladování";"Přeprava a skladování";"preprava-a-skladovani";"";"";"Přeprava a skladování | PremiumStore.sk";"Přeprava a skladování na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"43701";"41220";"dielenske-vybavenie";"0";"0";"";"1";"Přísavky manipulační";"Přísavky manipulační";"prisavky-manipulacni";"";"";"Přísavky manipulační | PremiumStore.sk";"Přísavky manipulační skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43821";"41220";"dielenske-vybavenie";"0";"0";"";"1";"Pytle na odpad";"Pytle na odpad";"pytle-na-odpad";"";"";"Pytle na odpad | PremiumStore.sk";"Pytle na odpad – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44865";"41220";"dielenske-vybavenie";"0";"0";"";"1";"Svářecí stroje";"Svářecí stroje";"svareci-stroje";"";"";"Svářecí stroje | PremiumStore.sk";"Svářecí stroje – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"41241";"41238";"zavlazovanie-2";"0";"0";"";"1";"Rozprašovače";"Rozprašovače";"rozprasovace";"";"";"Rozprašovače | PremiumStore.sk";"Rozprašovače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43254";"41238";"zavlazovanie-2";"0";"0";"";"1";"Postrekovače";"Postrekovače";"postrekovace";"";"";"Zavlažovanie – Postrekovače | PremiumStore.sk";"Zavlažovanie – Postrekovače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43647";"41238";"zavlazovanie-2";"0";"0";"";"1";"Zavlažovače";"Zavlažovače";"zavlazovace";"";"";"Zavlažovače | PremiumStore.sk";"Zavlažovače v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43794";"41238";"zavlazovanie-2";"0";"0";"";"1";"Hadice";"Hadice";"hadice-2";"";"";"Zavlažovanie – Hadice | PremiumStore.sk";"Zavlažovanie – Hadice skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"43797";"41238";"zavlazovanie-2";"0";"0";"";"1";"Príslušenstvo";"Príslušenstvo";"prislusenstvo-12";"";"";"Zavlažovanie – Príslušenstvo | PremiumStore.sk";"Zavlažovanie – Príslušenstvo – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"41592";"41247";"audio--hi-fi";"0";"0";"";"1";"Reproduktory do autá";"Reproduktory do autá";"reproduktory-do-auta-2";"";"";"Audio, Hi-Fi – Reproduktory do autá | PremiumStore.sk";"Audio, Hi-Fi – Reproduktory do autá na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42822";"41247";"audio--hi-fi";"0";"0";"";"1";"Autorádiá";"Autorádiá";"autoradia-2";"";"";"Audio, Hi-Fi – Autorádiá | PremiumStore.sk";"Audio, Hi-Fi – Autorádiá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
