ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
MPU-500-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-500-12-ups-500w-12v-cisty-sinus#66547;Záložní zdroj MHPower MPU-500-12 UPS 500W 12V čistý sinus;;"Typ PVB (""hranaté"") 160 - 500 A";"Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ PVB (""hranaté"") 160 - 500 A";typ-pvb-hranate-160-500-a;8.27;1;NIZKA
MPU-300-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-300-12-ups-300w-12v-cisty-sinus#66546;Záložní zdroj MHPower MPU-300-12 UPS 300W 12V čistý sinus;;Záložné zdroje a UPS;Fotovoltaika a energie > Záložné zdroje a UPS;zalozne-zdroje-a-ups;7.01;1;NIZKA
WO37-W;https://premiumstore.sk/led-stolni-lampa-solight-wo37-w#66485;LED stolní lampa Solight WO37-W;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZD3222;https://premiumstore.sk/led-bodove-svitidlo-exclusive-stribrne-5w-neutralni-bila-zd3222#66480;Emos LED bodové svítidlo Exclusive stříbrné, 5W neutrální bílá ZD3222;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZD3221;https://premiumstore.sk/led-bodove-svitidlo-exclusive-stribrne-5w-tepla-bila-zd3221#66479;Emos LED bodové svítidlo Exclusive stříbrné, 5W teplá bílá ZD3221;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZC0111;https://premiumstore.sk/led-orientacni-vestavne-svitidlo-80-80-1-5w-neutr-bila-ip65#66459;Emos LED orientační vestavné svítidlo 80×80 1,5W neutr. bílá IP65;;Vypínače a zásuvky ATLAS IP65;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP65;vypinace-a-zasuvky-atlas-ip65;6.66;1;NIZKA
ZC0110;https://premiumstore.sk/led-orientacni-vestavne-svitidlo-115-70-1-5w-neutr-bila-ip65#66458;Emos LED orientační vestavné svítidlo 115×70 1,5W neutr.bílá IP65;;Vypínače a zásuvky ATLAS IP65;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP65;vypinace-a-zasuvky-atlas-ip65;6.66;1;NIZKA
P3534;https://premiumstore.sk/celovka-emos-p3534-nabijeci-1x-cree-xpe-led-5w#66457;Čelovka EMOS P3534 nabíjecí, 1x CREE XPE LED 5W;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
F6080;https://premiumstore.sk/akrylova-paska-emos-f6080-18mm-3m-cira#66446;Akrylová páska EMOS F6080 / 18mm / 3m, čirá;;;;;0.00;0;ZIADNA
*M0014A;https://premiumstore.sk/zkousecka-napeti-emos-vt-310-m0014a#66432;Zkoušečka napětí EMOS VT-310 /M0014A/;;;;;0.00;0;ZIADNA
858594163273316;https://premiumstore.sk/atlink-250-ir-dalkovy-ovladac#66407;Zircon ATLink 250 IR dálkový ovladač;;;;;0.00;0;ZIADNA
Z7599W;https://premiumstore.sk/led-stolni-lampa-eddy-bila#66387;Emos LED stolní lampa Eddy, bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
Z7599B;https://premiumstore.sk/led-stolni-lampa-eddy-cerna#66386;Emos LED stolní lampa Eddy, černá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P56501;https://premiumstore.sk/emos-emos-gs536-h01-p56501-detektor-koure#66372;EMOS EMOS GS536-H01 /P56501/ detektor kouře;;Detektor pohybu;Bezpečnosť a smart domácnosť > Smart domácnosť > Smart zabezpečenie > Detektor pohybu;detektor-pohybu;8.27;1;NIZKA
ZQ8621;https://premiumstore.sk/led-zarovka-classic-jc-1-9w-g4-neutralni-bila#66365;Emos LED žárovka Classic JC 1,9W G4 neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZQ8620;https://premiumstore.sk/led-zarovka-emos-zq8620-classic-jc-1-9w-g4-tepla-bila#66364;LED žárovka EMOS ZQ8620 Classic JC 1,9W G4 teplá bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P3920;https://premiumstore.sk/svitilna-na-kolo-set-1-3x-led-na-3-2x-aaa-predni-zadni#65137;Emos Svítilna na kolo SET 1+3x LED, na 3+2x AAA, přední+zadní;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
M0501;https://premiumstore.sk/multidetektor-emos-m0501-drevo-kov-el-vedeni#65134;Multidetektor EMOS M0501 (dřevo, kov, el.vedení);;Pílové kotúče na dřevo;Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Píly > Pílové kotúče na dřevo;pilove-kotuce-na-drevo;7.86;1;NIZKA
*P084503;https://premiumstore.sk/prodluzovaci-kabel-emos-p084503-profi-na-bubnu-50m-4-zas-cerny-guma-neopren-230v-2-5-mm2#65113;Prodlužovací kabel EMOS P084503 PROFI na bubnu 50m / 4 zás. / černý / guma-neopren / 230V / 2,5 mm2;;Dĺžka 50m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 50m;dlzka-50m;8.27;1;NIZKA
*P084253;https://premiumstore.sk/prodluzovaci-kabel-emos-p084253-profi-na-bubnu-25-m-4-zas-cerny-guma-neopren-230v-2-5-mm2#65112;Prodlužovací kabel EMOS P084253  PROFI na bubnu 25 m / 4 zás. / černý / guma-neopren / 230V / 2,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*P4006;https://premiumstore.sk/kempingova-svitilna-cob-led-na-3x-aa#65111;Emos Kempingová svítilna COB LED, na 3x AA;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*P194252;https://premiumstore.sk/prodluzovaci-kabel-emos-p194252-na-bubnu-25-m-4-zasuvky-cerveny-pvc-230-v-1-mm2#65108;Prodlužovací kabel EMOS P194252 na bubnu 25 m / 4 zásuvky / červený / PVC / 230 V / 1 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*F6030;https://premiumstore.sk/univerzalni-lepici-paska-48-10-duct-tape#65107;Emos Univerzální lepící páska 48/10 DUCT TAPE;;Pištole lepící a horúcovzdušné;Náradie a dielňa > Elektrické a AKU náradie > Pištole lepící a horúcovzdušné;pistole-lepici-a-horucovzdusne;7.17;1;NIZKA
*F6060;https://premiumstore.sk/akrylova-paska-emos-f6060-12mm-3m-cira#65106;Akrylová páska EMOS F6060 / 12mm / 3m, čirá;;;;;0.00;0;ZIADNA
*F52503;https://premiumstore.sk/silikonova-paska-vulkanizacni-emos-f52503-25mm-3m-cerna#65105;Silikonová páska vulkanizační EMOS F52503 / 25mm / 3m černá;;;;;0.00;0;ZIADNA
*P56500;https://premiumstore.sk/emos-gs558-p56500-detektor-koure#65102;EMOS GS558 /P56500/ detektor kouře;;Detektor pohybu;Bezpečnosť a smart domácnosť > Smart domácnosť > Smart zabezpečenie > Detektor pohybu;detektor-pohybu;8.27;1;NIZKA
*P13115;https://premiumstore.sk/prodluzovaci-kabel-emos-p13115-1-5-m-3-zasuvky-s-vypinacem-bily-pvc-1-mm2#65101;Prodlužovací kabel EMOS P13115 / 1,5 m / 3 zásuvky / s vypínačem / bílý / PVC / 1 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*P5681;https://premiumstore.sk/termostat-emos-p5681-t80-prilozny-manualni#65093;Termostat EMOS P5681 / T80 příložný manuální;;;;;0.00;0;ZIADNA
*P3528;https://premiumstore.sk/celovka-emos-p3528-cob-led-150-lm-20-m-3-aaa#65087;Čelovka Emos P3528 COB LED, 150 lm, 20 m, 3× AAA;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
WM55;https://premiumstore.sk/led-pasek-solight-wm55-naladove-rgb-osvetleni-3m#65083;LED pásek Solight WM55 náladové RGB osvětlení 3m;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*A1398;https://premiumstore.sk/prepinac-emos-a1398-nastenny-schodistovy-c-1-6-ip54-1-tlacitko#65079;Přepínač EMOS A1398 nástěnný schodišťový č. 1,6 IP54, 1 tlačítko;;;;;0.00;0;ZIADNA
*A1397.1;https://premiumstore.sk/emos-a1397-1-zasuvka-nastenna-dvojita-16a-250v-ip44-sedo-cerna#65078;EMOS A1397.1 zásuvka nástěnná dvojitá 16A/250V IP44 šedo-černá;;Stropné a nástenná svietidlá;Elektroinštalačný materiál > Osvetlenie > Svietidlá > Vnútorné osvetlenie > Stropné a nástenná svietidlá;stropne-a-nastenna-svietidla;8.27;1;NIZKA
*A1397;https://premiumstore.sk/emos-a1397-zasuvka-nastenna-16a-250v-ip54-sedo-cerna#65077;EMOS A1397 zásuvka nástěnná 16A/250V IP54 šedo-černá;;Stropné a nástenná svietidlá;Elektroinštalačný materiál > Osvetlenie > Svietidlá > Vnútorné osvetlenie > Stropné a nástenná svietidlá;stropne-a-nastenna-svietidla;8.27;1;NIZKA
SUT1224-05;https://premiumstore.sk/menic-napeti-carspa-sut1224-5a#65048;Měnič napětí Carspa SUT1224-5A;;;;;0.00;0;ZIADNA
SK3000UR-122;https://premiumstore.sk/menic-napeti-carspa-sk3000-12v-230v-3000w#65047;Měnič napětí Carspa SK3000 12V/230V 3000W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
*S9130;https://premiumstore.sk/kabel-pc-utp-cat5e-25m-2x-rj45#65046;Emos Kabel PC UTP CAT5e 25m + 2x RJ45;;Dĺžka 25m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 25m;dlzka-25m;8.27;1;NIZKA
*P3888;https://premiumstore.sk/emos-p3888-cob-led-pracovni-svitilna-180-lm-3-aaa#65045;EMOS P3888 COB LED pracovní svítilna, 180 lm, 3× AAA;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
CAR2KUR-122;https://premiumstore.sk/menic-napeti-carspa-car2k-12v-230v-2000w#65039;Měnič napětí Carspa CAR2K 12V/230V 2000W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
*F87525;https://premiumstore.sk/vytycovaci-paska-emos-f87525-75mm-250m#64999;Vytyčovací páska EMOS F87525 / 75mm / 250m;;;;;0.00;0;ZIADNA
858594163272817;https://premiumstore.sk/napajeci-zdroj-pro-zircon-funbox-jazz-happybox-one-synaps-zr-300-a-3000-amiko-7800#64995;Napájecí zdroj pro Zircon Funbox, Jazz, Happybox One, Synaps ZR 300 a 3000, Amiko 7800;;Xbox One - hry;TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Xbox One - hry;xbox-one-hry;7.86;1;NIZKA
P400U-122;https://premiumstore.sk/menic-napeti-carspa-p400-12v-230v-400w#64994;Měnič napětí Carspa P400 12V/230V 400W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
*KT2265;https://premiumstore.sk/emos-kt2265-32-90-60kg-naklapeci-tv-drzak#64993;"EMOS KT2265 (32-90"" 60kg) naklápěcí TV držák";;;;;0.00;0;ZIADNA
*ZS2140;https://premiumstore.sk/led-osvetleni-emos-zs2140-lista-1200mm-20w-neutralni-bila#64990;LED osvětlení EMOS ZS2140 lišta 1200mm, 20W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*ZS2130;https://premiumstore.sk/led-osvetleni-emos-zs2130-lista-900mm-15w-neutralni-bila#64989;LED osvětlení EMOS ZS2130 lišta 900mm, 15W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*ZS2120;https://premiumstore.sk/led-osvetleni-emos-zs2120-lista-600mm-10w-neutralni-bila#64988;LED osvětlení EMOS ZS2120 lišta 600mm, 10W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*ZS2110;https://premiumstore.sk/led-osvetleni-emos-zs2110-lista-300mm-5w-neutralni-bila#64987;LED osvětlení EMOS ZS2110 lišta 300mm, 5W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
*J5810;https://premiumstore.sk/napajeci-zdroj-emos-j5810-s-vyhybkou-f-iec-pulsni-12v-300-ma-em-12sp#64985;Napájecí zdroj EMOS J5810 s výhybkou F/IEC pulsní 12V/300 mA EM-12SP;;IEC konektory;TV, audio a video > Antény a satelity > Konektory > IEC konektory;iec-konektory;8.27;1;NIZKA
1209830;https://premiumstore.sk/meric-vlhkosti-dreva-a-stavebnich-materialu-basetech-bt-400#64983;Měřič vlhkosti dřeva a stavebních materiálů BASEtech BT-400;;Vrtáky do dreva;Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky > Vrtáky do dreva;vrtaky-do-dreva;8.27;1;NIZKA
*B13011;https://premiumstore.sk/alkalicka-specialni-baterie-gp-27af-mn27-v27ga-12-v-blistr-1-kus#64982;Alkalická speciální baterie GP 27AF (MN27, V27GA) 12 V (blistr 1 kus);;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
*P0510R;https://premiumstore.sk/prodluzovaci-kabel-emos-p0510r-10-m-5-zasuvek-bily-pvc-1-5-mm2#64955;Prodlužovací kabel EMOS P0510R / 10 m / 5 zásuvek / bílý / PVC / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*P0310R;https://premiumstore.sk/prodluzovaci-kabel-emos-p0310r-10-m-3-zasuvky-bily-pvc-1-5-mm2#64954;Prodlužovací kabel EMOS P0310R / 10 m / 3 zásuvky / bílý / PVC / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*N0322;https://premiumstore.sk/univerzalni-tester-baterii-emos-uni-d3-aa-aaa-c-d-9v-knoflikove#64953;Univerzální tester baterií EMOS UNI D3 (AA,AAA,C,D,9V, knoflíkové);;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
*B13861;https://premiumstore.sk/knoflikova-baterie-do-hodinek-g12-gp-lr43-186-alkaline#64948;Knoflíková baterie do hodinek G12 GP LR43 (186) Alkaline;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
*PC1513;https://premiumstore.sk/prodluzovaci-kabel-emos-pc1513-3-m-5-zasuvek-s-vypinacem-cerny-pvc-1-mm2#64947;Prodlužovací kabel EMOS PC1513 / 3 m / 5 zásuvek / s vypínačem / černý / PVC / 1 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*PC1415;https://premiumstore.sk/prodluzovaci-kabel-s-vypinacem-4-zasuvky-5m-cerny#64946;Emos Prodlužovací kabel s vypínačem 4 zásuvky 5m, černý;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*PC1315;https://premiumstore.sk/prodluzovaci-kabel-s-vypinacem-3-zasuvky-5m-cerny#64945;Emos Prodlužovací kabel s vypínačem 3 zásuvky 5m, černý;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*PC0513;https://premiumstore.sk/prodluzovaci-kabel-5-zasuvek-3m-cerny#64944;Emos Prodlužovací kabel 5 zásuvek 3m, černý;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*PC0315;https://premiumstore.sk/prodluzovaci-kabel-3-zasuvky-5m-cerny#64943;Emos Prodlužovací kabel 3 zásuvky 5m, černý;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*PC0311;https://premiumstore.sk/prodluzovaci-kabel-emos-pc0311-1-5-m-3-zasuvky-cerny-pvc-1-mm2#64942;Prodlužovací kabel EMOS PC0311 / 1,5 m / 3 zásuvky / černý / PVC / 1 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*P01730;https://premiumstore.sk/prodluzovaci-kabel-emos-p01730-guma-neopren-profi-spojka-30m-3x-1-5mm-ip44-cerny#64941;Prodlužovací kabel EMOS P01730 guma-neopren PROFI spojka 30m / 3x 1,5mm / IP44 / černý;;Dĺžka 30m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 30m;dlzka-30m;8.27;1;NIZKA
*P01710;https://premiumstore.sk/prodluzovaci-kabel-emos-p01710-guma-neopren-profi-spojka-10m-3x-1-5mm-ip44-cerny#64940;Prodlužovací kabel EMOS P01710 guma-neopren PROFI spojka 10m / 3x 1,5mm / IP44 / černý;;Dĺžka 10m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 10m;dlzka-10m;8.27;1;NIZKA
*B15951;https://premiumstore.sk/lithiova-knoflikova-baterie-gp-cr1632-ultra#64939;Lithiová knoflíková baterie GP CR1632 Ultra+;;Televízory Ultra HD (4K);TV, audio a video > Televízory > Televízory Ultra HD (4K);televizory-ultra-hd--4k;7.86;1;NIZKA
858594163272753;https://premiumstore.sk/telesystem-multifocus-pro-4-lnb-k-parabole-economy-line-80cm-a-media-profi-line-80-100-cm#64920;Tele System TELESystem multifocus pro 4 LNB k parabole Economy line 80cm a Media/Profi line 80 - 100 cm;;Telesystem;TV, audio a video > Diaľkové ovládače > Ovládače k DVB-T2 > Telesystem;telesystem;8.27;1;NIZKA
8594163275448;https://premiumstore.sk/telesystem-multifocus-pro-3-lnb-k-parabole-80-cm#64913;Tele System TELESystem multifocus pro 3 LNB k parabole 80 cm;;Telesystem;TV, audio a video > Diaľkové ovládače > Ovládače k DVB-T2 > Telesystem;telesystem;8.27;1;NIZKA
*P3521;https://premiumstore.sk/celovka-emos-p3521-led-1w-1-2-na-3x-aaa#64909;Čelovka EMOS P3521  LED 1W 1 + 2 na 3x AAA;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
*B7426;https://premiumstore.sk/nabijeci-baterie-raver-600mah-hr6-aa-2ks-cena-blistr#64908;Nabíjecí baterie Raver 600mAh HR6 (AA), 2ks  --CENA BLISTR-;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
*B13762;https://premiumstore.sk/knoflikova-baterie-do-hodinek-g13-gp-lr44-a76f-alkaline-2#64905;Knoflíková baterie do hodinek G13 GP LR44 (A76F) Alkaline;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
C5109;https://premiumstore.sk/zarovka-emos-c5109-do-digestore-240v-40w-e14#64896;Žárovka EMOS C5109 do digestoře 240V 40W E14;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;7.57;1;NIZKA
*B13925;https://premiumstore.sk/knoflikova-baterie-do-hodinek-gp-192f-lr41#64889;Knoflíková baterie do hodinek GP 192F (LR41);;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
*A4003;https://premiumstore.sk/svorkovnice-12-x-10mm2-57a-450v-t85#64886;Emos Svorkovnice 12 x 10mm2 / 57A / 450V / T85;;Svorkovnice a Wago svorky;Náradie a dielňa > Náradie > Stavebné materiál, chémia a technika > Elektroinštalačný materiál > Svorkovnice a Wago svorky;svorkovnice-a-wago-svorky;7.35;1;NIZKA
*A4002;https://premiumstore.sk/svorkovnice-12-x-6mm2-41a-450v-t85#64885;Emos Svorkovnice 12 x 6mm2 / 41A / 450V / T85;;Svorkovnice a Wago svorky;Náradie a dielňa > Náradie > Stavebné materiál, chémia a technika > Elektroinštalačný materiál > Svorkovnice a Wago svorky;svorkovnice-a-wago-svorky;7.35;1;NIZKA
A1602;https://premiumstore.sk/vidlice-abb-5536-2154-uhlova-bila#64884;Vidlice ABB 5536-2154 úhlová bílá;;;;;0.00;0;ZIADNA
*F62512;https://premiumstore.sk/izolacni-paska-pvc-25-10-cerna-emos-f62512#64883;Izolační páska PVC 25/10 černá EMOS F62512;;Pevné kruhové potrubie - PVC;Elektroinštalačný materiál > Ventilačné technika > Vzduchovody > Pevné kruhové potrubie - PVC;pevne-kruhove-potrubie-pvc;7.17;1;NIZKA
*F615992;https://premiumstore.sk/izolacni-paska-pvc-15-10-barevny-mix-emos-f615992-10ks-cena-blistr#64882;Izolační páska PVC 15/10 barevný mix, EMOS F615992, 10ks  --CENA BLISTR-;;Pevné kruhové potrubie - PVC;Elektroinštalačný materiál > Ventilačné technika > Vzduchovody > Pevné kruhové potrubie - PVC;pevne-kruhove-potrubie-pvc;7.17;1;NIZKA
*F61515;https://premiumstore.sk/izolacni-paska-pvc-15-10-zelenozluta-emos-f61515#64881;Izolační páska PVC 15/10 zelenožlutá EMOS F61515;;Pevné kruhové potrubie - PVC;Elektroinštalačný materiál > Ventilačné technika > Vzduchovody > Pevné kruhové potrubie - PVC;pevne-kruhove-potrubie-pvc;7.17;1;NIZKA
*P4203;https://premiumstore.sk/montazni-lampa-prenosne-svetlo-230v-60w-5-m#64880;Emos Montážní lampa (přenosné světlo), 230V/60W 5 m;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;8.27;1;NIZKA
*J0401;https://premiumstore.sk/utp-datova-zasuvka-rj45#64875;Emos UTP datová zásuvka RJ45;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;7.86;1;NIZKA
*S9222;https://premiumstore.sk/ftp-datovy-kabel-cat-5e-lszh-emos-305m#64860;FTP datový kabel  CAT 5E LSZH EMOS 305m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;8.27;1;NIZKA
*S9221;https://premiumstore.sk/ftp-datovy-kabel-cat5e-emos-305m#64859;FTP datový kabel CAT5E EMOS  305m;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;8.27;1;NIZKA
